event_name,name,state/unit
COMPOUND WOMEN,Mokshada Poharkar,Delhi
COMPOUND WOMEN,Bhagyashree Dadasaheb Gunjal,Maharashtra
COMPOUND WOMEN,Nishtha Gupta,Uttar Pradesh
COMPOUND WOMEN,Minal,Delhi
COMPOUND WOMEN,Huidrom Albhapati Devi,Manipur
COMPOUND WOMEN,Jiya Gugnani,Uttarakhand
COMPOUND WOMEN,Divya,Delhi
COMPOUND WOMEN,L. Hemabati Devi,Manipur
COMPOUND WOMEN,Annu Mehra,Uttarakhand
COMPOUND WOMEN,Rathod Dhwani Kiritkumar,Gujarat
COMPOUND WOMEN,M. Rojiya Devi,Manipur
COMPOUND WOMEN,Priya Thapa,Uttarakhand
COMPOUND WOMEN,Padhiyar Unnatiben Arvindbhai,Gujarat
COMPOUND WOMEN,W. Maleshwori Devi,Manipur
COMPOUND WOMEN,Divyanshi Joshi,Uttarakhand
COMPOUND WOMEN,Sathwara Heenaben Chandubhai,Gujarat
COMPOUND WOMEN,Deisibon S. Marak,Meghalaya
COMPOUND WOMEN,Aisha Shaik,West Bengal
COMPOUND WOMEN,Chaudhari Prachi Dineshkumar,Gujarat
COMPOUND WOMEN,Lakyntiewhun Marwein,Meghalaya
COMPOUND WOMEN,Rimi Roy,West Bengal
COMPOUND WOMEN,Bini Pradeep,Kerala
COMPOUND WOMEN,Andrisa Syiemlieh,Meghalaya
COMPOUND WOMEN,Anamika Singh,West Bengal
COMPOUND WOMEN,Meenakshi G,Kerala
COMPOUND WOMEN,Baritiful Syiemlieh,Meghalaya
COMPOUND WOMEN,Aishiki Mondal,West Bengal
COMPOUND WOMEN,Aparna Sharma,RSPB
COMPOUND WOMEN,Ganga Singh,SPSB
COMPOUND WOMEN,Sakshi,SPSB
