championship_name,event,round_name,player_a,player_a_country,score_a,player_b,player_b_country,score_b,winner,winner_country
World Archery Championship 2025,Compound Mixed,Gold Medal Match,India,IND,155,Netherlands,NED,157,Netherlands,NED
World Archery Championship 2025,Compound Mixed,Bronze Medal Match,Chinese Taipei,TPE,157,Mexico,MEX,158,Mexico,MEX
World Archery Championship 2025,Compound Mixed,Final,Chinese Taipei,TPE,155,India,IND,157,India,IND
World Archery Championship 2025,Compound Mixed,Final,Mexico,MEX,158,Netherlands,NED,158,Netherlands,NED
World Archery Championship 2025,Compound Mixed,Semifinal,Republic of Korea,KOR,155,Chinese Taipei,TPE,155,Chinese Taipei,TPE
World Archery Championship 2025,Compound Mixed,Semifinal,El Salvador,ESA,153,India,IND,157,India,IND
World Archery Championship 2025,Compound Mixed,Semifinal,Mexico,MEX,158,Great Britain,GBR,153,Mexico,MEX
World Archery Championship 2025,Compound Mixed,Semifinal,Netherlands,NED,155,Kazakhstan,KAZ,153,Netherlands,NED
World Archery Championship 2025,Compound Mixed,Quarterfinal,Republic of Korea,KOR,155,Brazil,BRA,153,Republic of Korea,KOR
World Archery Championship 2025,Compound Mixed,Quarterfinal,Italy,ITA,155,Chinese Taipei,TPE,155,Chinese Taipei,TPE
World Archery Championship 2025,Compound Mixed,Quarterfinal,Türkiye,TUR,154,El Salvador,ESA,156,El Salvador,ESA
World Archery Championship 2025,Compound Mixed,Quarterfinal,Germany,GER,152,India,IND,160,India,IND
World Archery Championship 2025,Compound Mixed,Quarterfinal,Mexico,MEX,159,France,FRA,157,Mexico,MEX
World Archery Championship 2025,Compound Mixed,Quarterfinal,Croatia,CRO,156,Great Britain,GBR,158,Great Britain,GBR
World Archery Championship 2025,Compound Mixed,Quarterfinal,United States of America,USA,156,Netherlands,NED,156,Netherlands,NED
World Archery Championship 2025,Compound Mixed,Quarterfinal,Kazakhstan,KAZ,157,Denmark,DEN,156,Kazakhstan,KAZ
World Archery Championship 2025,Compound Mixed,Elimination Round,Republic of Korea,KOR,0,BYE,,0,Republic of Korea,KOR
World Archery Championship 2025,Compound Mixed,Elimination Round,Brazil,BRA,154,Colombia,COL,153,Brazil,BRA
World Archery Championship 2025,Compound Mixed,Elimination Round,Italy,ITA,156,Australia,AUS,153,Italy,ITA
World Archery Championship 2025,Compound Mixed,Elimination Round,BYE,,0,Chinese Taipei,TPE,0,Chinese Taipei,TPE
World Archery Championship 2025,Compound Mixed,Elimination Round,Türkiye,TUR,0,BYE,,0,Türkiye,TUR
World Archery Championship 2025,Compound Mixed,Elimination Round,Malaysia,MAS,150,El Salvador,ESA,153,El Salvador,ESA
World Archery Championship 2025,Compound Mixed,Elimination Round,Indonesia,INA,152,Germany,GER,153,Germany,GER
World Archery Championship 2025,Compound Mixed,Elimination Round,BYE,,0,India,IND,0,India,IND
World Archery Championship 2025,Compound Mixed,Elimination Round,Mexico,MEX,0,BYE,,0,Mexico,MEX
World Archery Championship 2025,Compound Mixed,Elimination Round,Poland,POL,154,France,FRA,155,France,FRA
World Archery Championship 2025,Compound Mixed,Elimination Round,Estonia,EST,155,Croatia,CRO,155,Croatia,CRO
World Archery Championship 2025,Compound Mixed,Elimination Round,BYE,,0,Great Britain,GBR,0,Great Britain,GBR
World Archery Championship 2025,Compound Mixed,Elimination Round,United States of America,USA,0,BYE,,0,United States of America,USA
World Archery Championship 2025,Compound Mixed,Elimination Round,Puerto Rico,PUR,154,Netherlands,NED,157,Netherlands,NED
World Archery Championship 2025,Compound Mixed,Elimination Round,Kazakhstan,KAZ,156,Vietnam,VIE,150,Kazakhstan,KAZ
World Archery Championship 2025,Compound Mixed,Elimination Round,BYE,,0,Denmark,DEN,0,Denmark,DEN
World Archery Championship 2025,Recurve Mixed,Gold Medal Match,Republic of Korea,KOR,2,Spain,ESP,6,Spain,ESP
World Archery Championship 2025,Recurve Mixed,Bronze Medal Match,Germany,GER,3,Japan,JPN,5,Japan,JPN
World Archery Championship 2025,Recurve Mixed,Final,Republic of Korea,KOR,5,Germany,GER,3,Republic of Korea,KOR
World Archery Championship 2025,Recurve Mixed,Final,Spain,ESP,5,Japan,JPN,1,Spain,ESP
World Archery Championship 2025,Recurve Mixed,Semifinal,Republic of Korea,KOR,6,United States of America,USA,0,Republic of Korea,KOR
World Archery Championship 2025,Recurve Mixed,Semifinal,Germany,GER,6,Ukraine,UKR,0,Germany,GER
World Archery Championship 2025,Recurve Mixed,Semifinal,Spain,ESP,5,Mexico,MEX,3,Spain,ESP
World Archery Championship 2025,Recurve Mixed,Semifinal,Japan,JPN,5,Vietnam,VIE,1,Japan,JPN
World Archery Championship 2025,Recurve Mixed,Quarterfinal,Republic of Korea,KOR,5,Czech Republic,CZE,3,Republic of Korea,KOR
World Archery Championship 2025,Recurve Mixed,Quarterfinal,Italy,ITA,1,United States of America,USA,5,United States of America,USA
World Archery Championship 2025,Recurve Mixed,Quarterfinal,Chinese Taipei,TPE,0,Germany,GER,6,Germany,GER
World Archery Championship 2025,Recurve Mixed,Quarterfinal,Slovenia,SLO,1,Ukraine,UKR,5,Ukraine,UKR
World Archery Championship 2025,Recurve Mixed,Quarterfinal,Spain,ESP,6,Netherlands,NED,0,Spain,ESP
World Archery Championship 2025,Recurve Mixed,Quarterfinal,France,FRA,3,Mexico,MEX,5,Mexico,MEX
World Archery Championship 2025,Recurve Mixed,Quarterfinal,India,IND,4,Japan,JPN,5,Japan,JPN
World Archery Championship 2025,Recurve Mixed,Quarterfinal,Vietnam,VIE,5,People's Republic of China,CHN,4,Vietnam,VIE
World Archery Championship 2025,Recurve Mixed,Elimination Round,Republic of Korea,KOR,0,BYE,,0,Republic of Korea,KOR
World Archery Championship 2025,Recurve Mixed,Elimination Round,Czech Republic,CZE,6,Australia,AUS,0,Czech Republic,CZE
World Archery Championship 2025,Recurve Mixed,Elimination Round,Italy,ITA,5,Great Britain,GBR,4,Italy,ITA
World Archery Championship 2025,Recurve Mixed,Elimination Round,BYE,,0,United States of America,USA,0,United States of America,USA
World Archery Championship 2025,Recurve Mixed,Elimination Round,Chinese Taipei,TPE,0,BYE,,0,Chinese Taipei,TPE
World Archery Championship 2025,Recurve Mixed,Elimination Round,United Arab Emirates,UAE,2,Germany,GER,6,Germany,GER
World Archery Championship 2025,Recurve Mixed,Elimination Round,Türkiye,TUR,3,Slovenia,SLO,5,Slovenia,SLO
World Archery Championship 2025,Recurve Mixed,Elimination Round,BYE,,0,Ukraine,UKR,0,Ukraine,UKR
World Archery Championship 2025,Recurve Mixed,Elimination Round,Spain,ESP,0,BYE,,0,Spain,ESP
World Archery Championship 2025,Recurve Mixed,Elimination Round,Denmark,DEN,4,Netherlands,NED,5,Netherlands,NED
World Archery Championship 2025,Recurve Mixed,Elimination Round,France,FRA,5,Brazil,BRA,1,France,FRA
World Archery Championship 2025,Recurve Mixed,Elimination Round,BYE,,0,Mexico,MEX,0,Mexico,MEX
World Archery Championship 2025,Recurve Mixed,Elimination Round,India,IND,0,BYE,,0,India,IND
World Archery Championship 2025,Recurve Mixed,Elimination Round,Kazakhstan,KAZ,2,Japan,JPN,6,Japan,JPN
World Archery Championship 2025,Recurve Mixed,Elimination Round,Indonesia,INA,3,Vietnam,VIE,5,Vietnam,VIE
World Archery Championship 2025,Recurve Mixed,Elimination Round,BYE,,0,People's Republic of China,CHN,0,People's Republic of China,CHN
