championship_name,event,round_name,round,player_a,player_b,score_a,score_b,winner
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,1/8 eliminations,Chinese Taipei,Philippines,6,0,Chinese Taipei
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,1/8 eliminations,Bangladesh,Japan,3,5,Japan
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,1/8 eliminations,Kazakhstan,Iran,4,5,Iran
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,1/8 eliminations,Hong Kong,China,3,5,China
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,Quarterfinals,South Korea,Vietnam,6,0,South Korea
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,Quarterfinals,India,Indonesia,4,5,Indonesia
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,Quarterfinals,Chinese Taipei,Japan,4,5,Japan
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,Quarterfinals,Iran,China,6,0,Iran
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,Semifinals,South Korea,Indonesia,6,2,South Korea
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,Semifinals,Japan,Iran,6,0,Japan
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,Gold medal match,South Korea,Japan,6,0,South Korea
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,Bronze medal match,Indonesia,Iran,6,2,Indonesia
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,1/8 eliminations,India,United Arab Emirates,159,151,India
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,1/8 eliminations,Singapore,Malaysia,151,158,Malaysia
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,1/8 eliminations,Iran,Thailand,148,154,Thailand
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,1/8 eliminations,Hong Kong,Kazakhstan,138,153,Kazakhstan
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,1/8 eliminations,Chinese Taipei,Iraq,158,152,Chinese Taipei
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,1/8 eliminations,Philippines,Indonesia,153,156,Indonesia
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,1/8 eliminations,Vietnam,Bangladesh,154,153,Vietnam
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,1/8 eliminations,Mongolia,South Korea,145,155,South Korea
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,Quarterfinals,India,Malaysia,158,155,India
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,Quarterfinals,Thailand,Kazakhstan,152,154,Kazakhstan
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,Quarterfinals,Chinese Taipei,Indonesia,156,154,Chinese Taipei
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,Quarterfinals,Vietnam,South Korea,153,158,South Korea
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,Semifinals,India,Kazakhstan,159,154,India
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,Semifinals,Chinese Taipei,South Korea,153,158,South Korea
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,Gold medal match,India,South Korea,159,158,India
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,Bronze medal match,Kazakhstan,Chinese Taipei,154,157,Chinese Taipei
