championship_name,event,round_name,player_a,player_a_country,score_a,player_b,player_b_country,score_b,winner,winner_country
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 32,E Malavé,VEN,4,T Worth,AUS,6,T Worth,AUS
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 32,F Floto,DEU,6,KA Mohamad,MYS,4,F Floto,DEU
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 32,P Huston,GBR,0,B-c Ku,KOR,6,B-c Ku,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 16,A Fernández,ESP,3,T Worth,AUS,7,T Worth,AUS
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 16,F Floto,DEU,4,B-c Ku,KOR,6,B-c Ku,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,QUARTER-FINALS,T Worth,AUS,5 9,B-c Ku,KOR,6 10,B-c Ku,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 64,T Furukawa,JPN,7,M Dielemans,NLD,1,T Furukawa,JPN
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 64,G-l Yu,TPE,5 9,B Nesteng,NOR,6 10,B Nesteng,NOR
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 64,R Tyack,AUS,2,R Ramaekers,BEL,6,R Ramaekers,BEL
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 64,MA Nor Hasrin,MYS,0,JI Rodríguez,ESP,6,JI Rodríguez,ESP
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 64,Z Garrett,USA,6,H Kamaruddin,MYS,0,Z Garrett,USA
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 64,M Galiazzo,ITA,5 9,C Duenas,CAN,6 10,C Duenas,CAN
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 64,J Kaminski,USA,6,MV D'Almeida,BRA,2,J Kaminski,USA
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 64,A El Ghrari,LBY,0,B Ellison,USA,6,B Ellison,USA
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 32,T Furukawa,JPN,6,B Nesteng,NOR,0,T Furukawa,JPN
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 32,R Ramaekers,BEL,0,JI Rodríguez,ESP,6,JI Rodríguez,ESP
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 32,Z Garrett,USA,7,C Duenas,CAN,3,Z Garrett,USA
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 32,J Kaminski,USA,2,B Ellison,USA,6,B Ellison,USA
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 16,T Furukawa,JPN,7,JI Rodríguez,ESP,3,T Furukawa,JPN
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,ROUND OF 16,Z Garrett,USA,4,B Ellison,USA,6,B Ellison,USA
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,QUARTER-FINALS,T Furukawa,JPN,2,B Ellison,USA,6,B Ellison,USA
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,SEMI-FINALS,Jean-Charles Valladont,FRA,7,Sjef van den Berg,NLD,3,Jean-Charles Valladont,FRA
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,SEMI-FINALS,Ku Bon-chan,KOR,6 9,Brady Ellison,USA,5 8,Ku Bon-chan,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,GOLD MEDAL MATCH,Jean-Charles Valladont,FRA,3,Ku Bon-chan,KOR,7,Ku Bon-chan,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL MEN,BRONZE MEDAL MATCH,Sjef van den Berg,NLD,2,Brady Ellison,USA,6,Brady Ellison,USA
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,M-s Choi,KOR,6,Y Camilo,DOM,0,M-s Choi,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,C-y Le,TPE,6,A Martín,ESP,2,C-y Le,TPE
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,K Perova,RUS,6,N Sánchez,COL,4,K Perova,RUS
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,Z Nemati,IRN,2,I Stepanova,RUS,6,I Stepanova,RUS
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,S-c Lin,TPE,6,R Mansour,EGY,0,S-c Lin,TPE
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,L Baldauff,AUT,2,BD Laishram,IND,6,BD Laishram,IND
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,YE Anagöz,TUR,6 9,K Lipiarska-Pałka,POL,5 6,YE Anagöz,TUR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,Y Lobzhenidze,GEO,4,A Valencia,MEX,6,A Valencia,MEX
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/16 ELIMINATION,M-s Choi,KOR,6,C-y Le,TPE,2,M-s Choi,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/16 ELIMINATION,K Perova,RUS,3,I Stepanova,RUS,7,I Stepanova,RUS
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/16 ELIMINATION,S-c Lin,TPE,2,BD Laishram,IND,6,BD Laishram,IND
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/16 ELIMINATION,YE Anagöz,TUR,5 9,A Valencia,MEX,6 10,A Valencia,MEX
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/8 ELIMINATION,M-s Choi,KOR,7,I Stepanova,RUS,3,M-s Choi,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/8 ELIMINATION,BD Laishram,IND,2,A Valencia,MEX,6,A Valencia,MEX
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,QUARTER-FINALS,M-s Choi,KOR,0,A Valencia,MEX,6,A Valencia,MEX
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,T Dashidorzhieva,RUS,7,Karma,BTN,3,T Dashidorzhieva,RUS
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,O Senyuk,AZE,1,H Cao,CHN,7,H Cao,CHN
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,L Unruh,DEU,6,L Brito,VEN,4,L Unruh,DEU
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,S Ray,BGD,0,G Bayardo,MEX,6,G Bayardo,MEX
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,G Sartori,ITA,6,C Aguirre,COL,0,G Sartori,ITA
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,K Esebua,GEO,4,D Kumari,IND,6,D Kumari,IND
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,A Pavlova,UKR,6,L Saidiyeva,KAZ,0,A Pavlova,UKR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,G-S Picard,CAN,1,Y-t Tan,TPE,7,Y-t Tan,TPE
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/16 ELIMINATION,T Dashidorzhieva,RUS,4,H Cao,CHN,6,H Cao,CHN
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/16 ELIMINATION,L Unruh,DEU,6,G Bayardo,MEX,4,L Unruh,DEU
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/16 ELIMINATION,G Sartori,ITA,2,D Kumari,IND,6,D Kumari,IND
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/16 ELIMINATION,A Pavlova,UKR,0,Y-t Tan,TPE,6,Y-t Tan,TPE
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/8 ELIMINATION,H Cao,CHN,2,L Unruh,DEU,6,L Unruh,DEU
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/8 ELIMINATION,D Kumari,IND,0,Y-t Tan,TPE,6,Y-t Tan,TPE
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,QUARTER-FINALS,L Unruh,DEU,6 9,Y-t Tan,TPE,5 7,L Unruh,DEU
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,B-b Ki,KOR,7,S Anwar,KEN,1,B-b Ki,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,L Nurmsalu,EST,0,V Marchenko,UKR,6,V Marchenko,UKR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,M Brown,USA,6,C Mandia,ITA,4,M Brown,USA
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,SY Htwe,,7,T Kuoppa,FIN,3,SY Htwe,
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,Y Qi,CHN,7,M Canetta,BRA,1,Y Qi,CHN
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,L Majhi,IND,1,A Longová,SVK,7,A Longová,SVK
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,A Mîrca,MDA,6,A Román,MEX,4,A Mîrca,MDA
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,Y Hayashi,JPN,1,J Wu,CHN,7,J Wu,CHN
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/16 ELIMINATION,B-b Ki,KOR,6,V Marchenko,UKR,2,B-b Ki,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/16 ELIMINATION,M Brown,USA,3,SY Htwe,,7,SY Htwe,
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/16 ELIMINATION,Y Qi,CHN,6,A Longová,SVK,0,Y Qi,CHN
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/16 ELIMINATION,A Mîrca,MDA,0,J Wu,CHN,6,J Wu,CHN
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/8 ELIMINATION,B-b Ki,KOR,6,SY Htwe,,0,B-b Ki,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/8 ELIMINATION,Y Qi,CHN,5 8,J Wu,CHN,6 10,J Wu,CHN
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,QUARTER-FINALS,B-b Ki,KOR,6,J Wu,CHN,2,B-b Ki,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,L Boari,ITA,1,A Ingley,AUS,7,A Ingley,AUS
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,S Nagamine,JPN,3,AM dos Santos,BRA,7,AM dos Santos,BRA
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,N Folkard,GBR,6 9,IY Rochmawati,IDN,5 7,N Folkard,GBR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,E Psarra,GRE,3,K Kawanaka,JPN,7,K Kawanaka,JPN
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,U-j Kang,PRK,6,S Nikitin,BRA,0,U-j Kang,PRK
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,C Bjerendal,SWE,6,A Rendón,COL,2,C Bjerendal,SWE
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,L Sichenikova,UKR,7,K Narimanidze,GEO,1,L Sichenikova,UKR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/32 ELIMINATION,L Tatafu,TGA,0,H-j Chang,KOR,6,H-j Chang,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/16 ELIMINATION,A Ingley,AUS,0,AM dos Santos,BRA,6,AM dos Santos,BRA
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/16 ELIMINATION,N Folkard,GBR,6,K Kawanaka,JPN,0,N Folkard,GBR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/16 ELIMINATION,U-j Kang,PRK,6,C Bjerendal,SWE,2,U-j Kang,PRK
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/16 ELIMINATION,L Sichenikova,UKR,2,H-j Chang,KOR,6,H-j Chang,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/8 ELIMINATION,AM dos Santos,BRA,2,N Folkard,GBR,6,N Folkard,GBR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,1/8 ELIMINATION,U-j Kang,PRK,2,H-j Chang,KOR,6,H-j Chang,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,QUARTER-FINALS,N Folkard,GBR,1,H-j Chang,KOR,7,H-j Chang,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,SEMI-FINALS,Alejandra Valencia,MEX,2,Lisa Unruh,DEU,6,Lisa Unruh,DEU
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,SEMI-FINALS,Ki Bo-bae,KOR,3,Chang Hye-jin,KOR,7,Chang Hye-jin,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,GOLD MEDAL MATCH,Lisa Unruh,DEU,2,Chang Hye-jin,KOR,6,Chang Hye-jin,KOR
Archery at the 2016 Summer Olympics,INDIVIDUAL WOMEN,BRONZE MEDAL MATCH,Alejandra Valencia,MEX,4,Ki Bo-bae,KOR,6,Ki Bo-bae,KOR
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Sjef van den Berg,NLD,5,Miguel Alvariño,ESP,1,Sjef van den Berg,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Sjef van den Berg,NLD,5,Miguel Alvariño,ESP,1,Mitch Dielemans,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Sjef van den Berg,NLD,5,Miguel Alvariño,ESP,1,Rick van der Ven,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Sjef van den Berg,NLD,5,Antonio Fernández,ESP,1,Sjef van den Berg,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Sjef van den Berg,NLD,5,Antonio Fernández,ESP,1,Mitch Dielemans,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Sjef van den Berg,NLD,5,Antonio Fernández,ESP,1,Rick van der Ven,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Sjef van den Berg,NLD,5,Juan Ignacio Rodríguez,ESP,1,Sjef van den Berg,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Sjef van den Berg,NLD,5,Juan Ignacio Rodríguez,ESP,1,Mitch Dielemans,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Sjef van den Berg,NLD,5,Juan Ignacio Rodríguez,ESP,1,Rick van der Ven,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Mitch Dielemans,NLD,5,Miguel Alvariño,ESP,1,Sjef van den Berg,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Mitch Dielemans,NLD,5,Miguel Alvariño,ESP,1,Mitch Dielemans,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Mitch Dielemans,NLD,5,Miguel Alvariño,ESP,1,Rick van der Ven,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Mitch Dielemans,NLD,5,Antonio Fernández,ESP,1,Sjef van den Berg,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Mitch Dielemans,NLD,5,Antonio Fernández,ESP,1,Mitch Dielemans,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Mitch Dielemans,NLD,5,Antonio Fernández,ESP,1,Rick van der Ven,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Mitch Dielemans,NLD,5,Juan Ignacio Rodríguez,ESP,1,Sjef van den Berg,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Mitch Dielemans,NLD,5,Juan Ignacio Rodríguez,ESP,1,Mitch Dielemans,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Mitch Dielemans,NLD,5,Juan Ignacio Rodríguez,ESP,1,Rick van der Ven,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Rick van der Ven,NLD,5,Miguel Alvariño,ESP,1,Sjef van den Berg,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Rick van der Ven,NLD,5,Miguel Alvariño,ESP,1,Mitch Dielemans,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Rick van der Ven,NLD,5,Miguel Alvariño,ESP,1,Rick van der Ven,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Rick van der Ven,NLD,5,Antonio Fernández,ESP,1,Sjef van den Berg,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Rick van der Ven,NLD,5,Antonio Fernández,ESP,1,Mitch Dielemans,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Rick van der Ven,NLD,5,Antonio Fernández,ESP,1,Rick van der Ven,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Rick van der Ven,NLD,5,Juan Ignacio Rodríguez,ESP,1,Sjef van den Berg,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Rick van der Ven,NLD,5,Juan Ignacio Rodríguez,ESP,1,Mitch Dielemans,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Rick van der Ven,NLD,5,Juan Ignacio Rodríguez,ESP,1,Rick van der Ven,NLD
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Lucas Daniel,FRA,6,Haziq Kamaruddin,MYS,2,Lucas Daniel,FRA
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Lucas Daniel,FRA,6,Haziq Kamaruddin,MYS,2,Pierre Plihon,FRA
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Lucas Daniel,FRA,6,Haziq Kamaruddin,MYS,2,Jean-Charles Valladont,FRA
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Lucas Daniel,FRA,6,Khairul Anuar Mohamad,MYS,2,Lucas Daniel,FRA
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Lucas Daniel,FRA,6,Khairul Anuar Mohamad,MYS,2,Pierre Plihon,FRA
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Lucas Daniel,FRA,6,Khairul Anuar Mohamad,MYS,2,Jean-Charles Valladont,FRA
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Lucas Daniel,FRA,6,Muhammad Akmal Nor Hasrin,MYS,2,Lucas Daniel,FRA
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Lucas Daniel,FRA,6,Muhammad Akmal Nor Hasrin,MYS,2,Pierre Plihon,FRA
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Lucas Daniel,FRA,6,Muhammad Akmal Nor Hasrin,MYS,2,Jean-Charles Valladont,FRA
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Pierre Plihon,FRA,6,Haziq Kamaruddin,MYS,2,Lucas Daniel,FRA
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Pierre Plihon,FRA,6,Haziq Kamaruddin,MYS,2,Pierre Plihon,FRA
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Pierre Plihon,FRA,6,Haziq Kamaruddin,MYS,2,Jean-Charles Valladont,FRA
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Pierre Plihon,FRA,6,Khairul Anuar Mohamad,MYS,2,Lucas Daniel,FRA
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Pierre Plihon,FRA,6,Khairul Anuar Mohamad,MYS,2,Pierre Plihon,FRA
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Pierre Plihon,FRA,6,Khairul Anuar Mohamad,MYS,2,Jean-Charles Valladont,FRA
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Pierre Plihon,FRA,6,Muhammad Akmal Nor Hasrin,MYS,2,Lucas Daniel,FRA
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Pierre Plihon,FRA,6,Muhammad Akmal Nor Hasrin,MYS,2,Pierre Plihon,FRA
Archery at the 2016 Summer Olympics,TEAM MEN,1/8 ELIMINATION,Pierre Plihon,FRA,6,Muhammad Akmal Nor Hasrin,MYS,2,Jean-Charles Valladont,FRA
