championship_name,event,round_name,round,player_a,player_b,score_a,score_b,winner
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Kim Je-deok (South Korea),Tarundeep Rai (India),6,0,Kim Je-deok (South Korea)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Jack Williams (United States),Takaharu Furukawa (Japan),1,5,Takaharu Furukawa (Japan)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Brady Ellison (United States),Yuki Kawata (Japan),1,5,Yuki Kawata (Japan)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Jacob Wukie (United States),Hiroki Muto (Japan),1,5,Hiroki Muto (Japan)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Li Jialun (China),Deng Yu-cheng (Chinese Taipei),1,5,Deng Yu-cheng (Chinese Taipei)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Wang Dapeng (China),Tang Chih-chun (Chinese Taipei),1,5,Tang Chih-chun (Chinese Taipei)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Wei Shaoxuan (China),Wei Chun-heng (Chinese Taipei),1,5,Wei Chun-heng (Chinese Taipei)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Tom Hall (Great Britain),Gijs Broeksma (Netherlands),3,5,Gijs Broeksma (Netherlands)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Patrick Huston (Great Britain),Steve Wijler (Netherlands),3,5,Steve Wijler (Netherlands)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Quarter-finals,James Woodgate (Great Britain),Sjef van den Berg (Netherlands),3,5,Sjef van den Berg (Netherlands)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Semi-finals,Kim Woo-jin (South Korea),Takaharu Furukawa (Japan),5,4,Kim Woo-jin (South Korea)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Semi-finals,Oh Jin-hyek (South Korea),Yuki Kawata (Japan),5,4,Oh Jin-hyek (South Korea)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Semi-finals,Kim Je-deok (South Korea),Hiroki Muto (Japan),5,4,Kim Je-deok (South Korea)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Semi-finals,Deng Yu-cheng (Chinese Taipei),Gijs Broeksma (Netherlands),6,0,Deng Yu-cheng (Chinese Taipei)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Semi-finals,Tang Chih-chun (Chinese Taipei),Steve Wijler (Netherlands),6,0,Tang Chih-chun (Chinese Taipei)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Semi-finals,Wei Chun-heng (Chinese Taipei),Sjef van den Berg (Netherlands),6,0,Wei Chun-heng (Chinese Taipei)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Gold medal match,Kim Woo-jin (South Korea),Deng Yu-cheng (Chinese Taipei),6,0,Kim Woo-jin (South Korea)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Gold medal match,Oh Jin-hyek (South Korea),Tang Chih-chun (Chinese Taipei),6,0,Oh Jin-hyek (South Korea)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Gold medal match,Kim Je-deok (South Korea),Wei Chun-heng (Chinese Taipei),6,0,Kim Je-deok (South Korea)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Bronze medal match,Takaharu Furukawa (Japan),Gijs Broeksma (Netherlands),5,4,Takaharu Furukawa (Japan)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Bronze medal match,Yuki Kawata (Japan),Steve Wijler (Netherlands),5,4,Yuki Kawata (Japan)
Archery at the 2020 Summer Olympics,Men's team,Competition bracket,Bronze medal match,Hiroki Muto (Japan),Sjef van den Berg (Netherlands),5,4,Hiroki Muto (Japan)
