championship_name,event,round_name,player_a,player_a_country,score_a,player_b,player_b_country,score_b,winner,winner_country
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Im Dong-hyun,KOR,55,Jao Ting-yu,TPE,56,Jao Ting-yu,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Im Dong-hyun,KOR,55,Jao Ting-yu,TPE,56,Luo Wei-min,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Im Dong-hyun,KOR,55,Jao Ting-yu,TPE,56,Tang Chih-chun,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Im Dong-hyun,KOR,55,Jao Ting-yu,TPE,56,Wei Chun-heng,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Im Dong-hyun,KOR,55,Luo Wei-min,TPE,56,Jao Ting-yu,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Im Dong-hyun,KOR,55,Luo Wei-min,TPE,56,Luo Wei-min,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Im Dong-hyun,KOR,55,Luo Wei-min,TPE,56,Tang Chih-chun,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Im Dong-hyun,KOR,55,Luo Wei-min,TPE,56,Wei Chun-heng,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Im Dong-hyun,KOR,55,Tang Chih-chun,TPE,56,Jao Ting-yu,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Im Dong-hyun,KOR,55,Tang Chih-chun,TPE,56,Luo Wei-min,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Im Dong-hyun,KOR,55,Tang Chih-chun,TPE,56,Tang Chih-chun,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Im Dong-hyun,KOR,55,Tang Chih-chun,TPE,56,Wei Chun-heng,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Im Dong-hyun,KOR,55,Wei Chun-heng,TPE,56,Jao Ting-yu,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Im Dong-hyun,KOR,55,Wei Chun-heng,TPE,56,Luo Wei-min,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Im Dong-hyun,KOR,55,Wei Chun-heng,TPE,56,Tang Chih-chun,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Im Dong-hyun,KOR,55,Wei Chun-heng,TPE,56,Wei Chun-heng,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Kim Woo-jin,KOR,55,Jao Ting-yu,TPE,56,Jao Ting-yu,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Kim Woo-jin,KOR,55,Jao Ting-yu,TPE,56,Luo Wei-min,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Kim Woo-jin,KOR,55,Jao Ting-yu,TPE,56,Tang Chih-chun,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Kim Woo-jin,KOR,55,Jao Ting-yu,TPE,56,Wei Chun-heng,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Kim Woo-jin,KOR,55,Luo Wei-min,TPE,56,Jao Ting-yu,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Kim Woo-jin,KOR,55,Luo Wei-min,TPE,56,Luo Wei-min,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Kim Woo-jin,KOR,55,Luo Wei-min,TPE,56,Tang Chih-chun,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Kim Woo-jin,KOR,55,Luo Wei-min,TPE,56,Wei Chun-heng,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Kim Woo-jin,KOR,55,Tang Chih-chun,TPE,56,Jao Ting-yu,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Kim Woo-jin,KOR,55,Tang Chih-chun,TPE,56,Luo Wei-min,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Kim Woo-jin,KOR,55,Tang Chih-chun,TPE,56,Tang Chih-chun,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Kim Woo-jin,KOR,55,Tang Chih-chun,TPE,56,Wei Chun-heng,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Kim Woo-jin,KOR,55,Wei Chun-heng,TPE,56,Jao Ting-yu,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Kim Woo-jin,KOR,55,Wei Chun-heng,TPE,56,Luo Wei-min,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Kim Woo-jin,KOR,55,Wei Chun-heng,TPE,56,Tang Chih-chun,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Kim Woo-jin,KOR,55,Wei Chun-heng,TPE,56,Wei Chun-heng,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Lee Woo-seok,KOR,55,Jao Ting-yu,TPE,56,Jao Ting-yu,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Lee Woo-seok,KOR,55,Jao Ting-yu,TPE,56,Luo Wei-min,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Lee Woo-seok,KOR,55,Jao Ting-yu,TPE,56,Tang Chih-chun,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Lee Woo-seok,KOR,55,Jao Ting-yu,TPE,56,Wei Chun-heng,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Lee Woo-seok,KOR,55,Luo Wei-min,TPE,56,Jao Ting-yu,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Lee Woo-seok,KOR,55,Luo Wei-min,TPE,56,Luo Wei-min,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Lee Woo-seok,KOR,55,Luo Wei-min,TPE,56,Tang Chih-chun,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Lee Woo-seok,KOR,55,Luo Wei-min,TPE,56,Wei Chun-heng,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Lee Woo-seok,KOR,55,Tang Chih-chun,TPE,56,Jao Ting-yu,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Lee Woo-seok,KOR,55,Tang Chih-chun,TPE,56,Luo Wei-min,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Lee Woo-seok,KOR,55,Tang Chih-chun,TPE,56,Tang Chih-chun,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Lee Woo-seok,KOR,55,Tang Chih-chun,TPE,56,Wei Chun-heng,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Lee Woo-seok,KOR,55,Wei Chun-heng,TPE,56,Jao Ting-yu,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Lee Woo-seok,KOR,55,Wei Chun-heng,TPE,56,Luo Wei-min,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Lee Woo-seok,KOR,55,Wei Chun-heng,TPE,56,Tang Chih-chun,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Lee Woo-seok,KOR,55,Wei Chun-heng,TPE,56,Wei Chun-heng,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Oh Jin-hyek,KOR,55,Jao Ting-yu,TPE,56,Jao Ting-yu,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Oh Jin-hyek,KOR,55,Jao Ting-yu,TPE,56,Luo Wei-min,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Oh Jin-hyek,KOR,55,Jao Ting-yu,TPE,56,Tang Chih-chun,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Oh Jin-hyek,KOR,55,Jao Ting-yu,TPE,56,Wei Chun-heng,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Oh Jin-hyek,KOR,55,Luo Wei-min,TPE,56,Jao Ting-yu,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Oh Jin-hyek,KOR,55,Luo Wei-min,TPE,56,Luo Wei-min,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Oh Jin-hyek,KOR,55,Luo Wei-min,TPE,56,Tang Chih-chun,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Oh Jin-hyek,KOR,55,Luo Wei-min,TPE,56,Wei Chun-heng,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Oh Jin-hyek,KOR,55,Tang Chih-chun,TPE,56,Jao Ting-yu,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Oh Jin-hyek,KOR,55,Tang Chih-chun,TPE,56,Luo Wei-min,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Oh Jin-hyek,KOR,55,Tang Chih-chun,TPE,56,Tang Chih-chun,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Oh Jin-hyek,KOR,55,Tang Chih-chun,TPE,56,Wei Chun-heng,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Oh Jin-hyek,KOR,55,Wei Chun-heng,TPE,56,Jao Ting-yu,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Oh Jin-hyek,KOR,55,Wei Chun-heng,TPE,56,Luo Wei-min,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Oh Jin-hyek,KOR,55,Wei Chun-heng,TPE,56,Tang Chih-chun,TPE
Archery at the 2018 Asian Games,RECURVE MEN TEAM,GOLD MEDAL MATCH,Oh Jin-hyek,KOR,55,Wei Chun-heng,TPE,56,Wei Chun-heng,TPE
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Choi Yong-hee,KOR,233,Lkhamsürengiin Aldar,MNG,205,Choi Yong-hee,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Choi Yong-hee,KOR,233,Lkhamsürengiin Aldar,MNG,205,Hong Sung-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Choi Yong-hee,KOR,233,Lkhamsürengiin Aldar,MNG,205,Kim Jong-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Choi Yong-hee,KOR,233,Lkhamsürengiin Aldar,MNG,205,Kim Tae-yoon,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Choi Yong-hee,KOR,233,Dugarjavyn Enkhtüvshin,MNG,205,Choi Yong-hee,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Choi Yong-hee,KOR,233,Dugarjavyn Enkhtüvshin,MNG,205,Hong Sung-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Choi Yong-hee,KOR,233,Dugarjavyn Enkhtüvshin,MNG,205,Kim Jong-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Choi Yong-hee,KOR,233,Dugarjavyn Enkhtüvshin,MNG,205,Kim Tae-yoon,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Choi Yong-hee,KOR,233,Ganzorigiin Shandan,MNG,205,Choi Yong-hee,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Choi Yong-hee,KOR,233,Ganzorigiin Shandan,MNG,205,Hong Sung-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Choi Yong-hee,KOR,233,Ganzorigiin Shandan,MNG,205,Kim Jong-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Choi Yong-hee,KOR,233,Ganzorigiin Shandan,MNG,205,Kim Tae-yoon,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Hong Sung-ho,KOR,233,Lkhamsürengiin Aldar,MNG,205,Choi Yong-hee,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Hong Sung-ho,KOR,233,Lkhamsürengiin Aldar,MNG,205,Hong Sung-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Hong Sung-ho,KOR,233,Lkhamsürengiin Aldar,MNG,205,Kim Jong-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Hong Sung-ho,KOR,233,Lkhamsürengiin Aldar,MNG,205,Kim Tae-yoon,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Hong Sung-ho,KOR,233,Dugarjavyn Enkhtüvshin,MNG,205,Choi Yong-hee,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Hong Sung-ho,KOR,233,Dugarjavyn Enkhtüvshin,MNG,205,Hong Sung-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Hong Sung-ho,KOR,233,Dugarjavyn Enkhtüvshin,MNG,205,Kim Jong-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Hong Sung-ho,KOR,233,Dugarjavyn Enkhtüvshin,MNG,205,Kim Tae-yoon,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Hong Sung-ho,KOR,233,Ganzorigiin Shandan,MNG,205,Choi Yong-hee,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Hong Sung-ho,KOR,233,Ganzorigiin Shandan,MNG,205,Hong Sung-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Hong Sung-ho,KOR,233,Ganzorigiin Shandan,MNG,205,Kim Jong-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Hong Sung-ho,KOR,233,Ganzorigiin Shandan,MNG,205,Kim Tae-yoon,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Jong-ho,KOR,233,Lkhamsürengiin Aldar,MNG,205,Choi Yong-hee,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Jong-ho,KOR,233,Lkhamsürengiin Aldar,MNG,205,Hong Sung-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Jong-ho,KOR,233,Lkhamsürengiin Aldar,MNG,205,Kim Jong-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Jong-ho,KOR,233,Lkhamsürengiin Aldar,MNG,205,Kim Tae-yoon,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Jong-ho,KOR,233,Dugarjavyn Enkhtüvshin,MNG,205,Choi Yong-hee,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Jong-ho,KOR,233,Dugarjavyn Enkhtüvshin,MNG,205,Hong Sung-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Jong-ho,KOR,233,Dugarjavyn Enkhtüvshin,MNG,205,Kim Jong-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Jong-ho,KOR,233,Dugarjavyn Enkhtüvshin,MNG,205,Kim Tae-yoon,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Jong-ho,KOR,233,Ganzorigiin Shandan,MNG,205,Choi Yong-hee,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Jong-ho,KOR,233,Ganzorigiin Shandan,MNG,205,Hong Sung-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Jong-ho,KOR,233,Ganzorigiin Shandan,MNG,205,Kim Jong-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Jong-ho,KOR,233,Ganzorigiin Shandan,MNG,205,Kim Tae-yoon,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Tae-yoon,KOR,233,Lkhamsürengiin Aldar,MNG,205,Choi Yong-hee,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Tae-yoon,KOR,233,Lkhamsürengiin Aldar,MNG,205,Hong Sung-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Tae-yoon,KOR,233,Lkhamsürengiin Aldar,MNG,205,Kim Jong-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Tae-yoon,KOR,233,Lkhamsürengiin Aldar,MNG,205,Kim Tae-yoon,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Tae-yoon,KOR,233,Dugarjavyn Enkhtüvshin,MNG,205,Choi Yong-hee,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Tae-yoon,KOR,233,Dugarjavyn Enkhtüvshin,MNG,205,Hong Sung-ho,KOR
Archery at the 2018 Asian Games,COMPOUND MEN TEAM,1/8 ELIMINATION,Kim Tae-yoon,KOR,233,Dugarjavyn Enkhtüvshin,MNG,205,Kim Jong-ho,KOR
